Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Card Payment,Current,2020-05-20 20:39:57,2020-05-22 14:04:56,Uber Eats,-9.45,0.00,EUR,COMPLETED,338.96
Card Payment,Current,2020-05-24 17:16:25,2020-05-28 00:55:28,Amazon,-29.99,0.00,EUR,COMPLETED,308.97
Card Payment,Current,2020-06-04 18:57:15,2020-06-05 15:30:34,Uber Eats,-10.45,0.00,EUR,COMPLETED,298.52
Card Payment,Current,2020-06-06 19:54:00,2020-06-08 23:48:07,Uber Eats,-8.45,0.00,EUR,COMPLETED,290.07
TEMP_BLOCK,Current,2020-06-09 13:39:20,,To Vas,-10.00,0.00,EUR,REVERTED,
TEMP_BLOCK,Current,2020-06-10 17:02:07,,To Ln Sf Vas,-10.00,0.00,EUR,REVERTED,
Deposit,Current,2020-06-23 12:53:48,2020-06-23 12:53:48,Payment from M  FAUCOMPRET REMI,300.00,0.00,EUR,COMPLETED,590.07
Card Payment,Current,2020-06-22 17:12:34,2020-06-24 14:53:10,Littoral Nautic,-260.00,0.00,EUR,COMPLETED,330.07
Card Payment,Current,2020-06-23 09:32:05,2020-06-25 11:17:52,AliExpress,-10.77,0.00,EUR,COMPLETED,319.30
Card Payment,Current,2020-07-01 13:57:54,2020-07-02 06:14:02,C.d.s.j,-71.80,0.00,EUR,COMPLETED,247.50
Transfer,Current,2020-07-06 19:45:58,2020-07-06 19:45:58,Transfer from Fabien Martial Tissot,5.40,0.00,EUR,COMPLETED,252.90
Card Payment,Current,2020-07-05 21:43:21,2020-07-07 06:14:57,McDonald's,-4.00,0.00,EUR,COMPLETED,248.90
Card Payment,Current,2020-07-06 14:42:16,2020-07-07 09:37:31,Photomaton,-5.00,0.00,EUR,COMPLETED,243.90
Card Payment,Current,2020-07-08 08:25:58,2020-07-09 18:13:15,AliExpress,-6.05,0.00,EUR,COMPLETED,237.85
Card Payment,Current,2020-07-21 12:04:59,,Google,-1.00,0.00,EUR,REVERTED,
Card Payment,Current,2020-07-28 18:03:00,,Lime,-9.94,0.00,EUR,REVERTED,
Card Payment,Current,2020-07-28 18:03:39,2020-07-29 16:00:10,Lime,-2.56,0.00,EUR,COMPLETED,235.29
Card Payment,Current,2020-08-01 16:08:16,2020-08-03 11:26:08,AREA,-1.50,0.00,EUR,COMPLETED,233.79
Card Payment,Current,2020-08-01 15:17:42,2020-08-03 11:26:08,AREA,-6.00,0.00,EUR,COMPLETED,227.79
Card Payment,Current,2020-08-03 08:56:59,2020-08-04 12:00:07,AREA,-9.60,0.00,EUR,COMPLETED,218.19
Card Payment,Current,2020-08-11 12:36:37,,Share Now,-9.70,0.00,EUR,REVERTED,
Card Payment,Current,2020-08-11 12:21:17,2020-08-13 01:19:38,Free2Move,-3.41,0.00,EUR,COMPLETED,214.78
Card Payment,Current,2020-08-11 12:49:56,2020-08-13 04:12:39,Free2Move,-4.34,0.00,EUR,COMPLETED,210.44
Card Payment,Current,2020-08-26 17:37:18,2020-08-29 08:46:12,VanMoof,-0.10,0.00,EUR,COMPLETED,210.34
Card Payment,Current,2020-08-28 20:16:25,2020-08-31 05:44:34,Uber Eats,-10.99,0.00,EUR,COMPLETED,199.35
Card Payment,Current,2020-09-04 15:51:12,2020-09-07 09:58:13,Littoral Nautic,-80.00,0.00,EUR,COMPLETED,119.35
Card Payment,Current,2020-09-07 19:40:55,2020-09-09 09:34:28,Uber Eats,-11.49,0.00,EUR,COMPLETED,107.86
Card Payment,Current,2020-09-08 18:50:03,2020-09-09 09:36:25,Uber Eats,-10.04,0.00,EUR,COMPLETED,97.82
Transfer,Current,2020-10-04 10:29:41,2020-10-04 10:29:41,Transfer from Fabien Martial Tissot,7.00,0.00,EUR,COMPLETED,104.82
Transfer,Current,2020-10-10 13:37:33,2020-10-10 13:37:33,Transfer to Fabien Martial Tissot,-2.50,0.00,EUR,COMPLETED,102.32
Card Payment,Current,2020-10-11 10:10:29,2020-10-12 09:50:20,AliExpress,-4.17,0.00,EUR,COMPLETED,98.15
Transfer,Current,2020-10-14 09:31:45,2020-10-14 09:31:45,Transfer from JULIE MARION AURELIE LEMOINE,12.00,0.00,EUR,COMPLETED,110.15
Card Payment,Current,2020-10-15 17:09:03,2020-10-18 08:01:33,Solyde,-3.10,0.00,EUR,COMPLETED,107.05
Transfer,Current,2020-11-01 23:34:44,2020-11-01 23:34:44,Transfer to Fabien Martial Tissot,-9.00,0.00,EUR,COMPLETED,98.05
Transfer,Current,2020-11-06 05:16:40,2020-11-06 05:16:40,Balance migration to another region or legal entity,-98.05,0.00,EUR,COMPLETED,0.00
Transfer,Current,2020-11-06 05:16:40,2020-11-06 05:16:40,Balance migration to another region or legal entity,98.05,0.00,EUR,COMPLETED,98.05
Card Payment,Current,2020-11-06 19:20:43,2020-11-07 09:34:16,Uber Eats,-43.99,0.00,EUR,COMPLETED,54.06
Transfer,Current,2020-11-15 00:13:11,2020-11-15 00:13:11,Transfer from Fabien Martial Tissot,6.00,0.00,EUR,COMPLETED,60.06
Transfer,Current,2020-11-17 19:08:00,2020-11-17 19:08:00,Transfer to Fabien Martial Tissot,-8.50,0.00,EUR,COMPLETED,51.56
Transfer,Current,2020-11-25 22:03:01,2020-11-25 22:03:01,Transfer from Fabien Martial Tissot,10.00,0.00,EUR,COMPLETED,61.56
TEMP_BLOCK,Current,2020-12-26 17:45:48,,To Nicolas FAUCOMPRET,-1.00,0.00,EUR,REVERTED,
TEMP_BLOCK,Current,2020-12-28 13:41:51,,To Nicolas FAUCOMPRET,-1.00,0.00,EUR,REVERTED,
Transfer,Current,2020-12-28 13:56:49,2020-12-28 13:56:49,Transfer from NICOLAS ROGER SIMON FAUCOMPRET,115.00,0.00,EUR,COMPLETED,176.56
Transfer,Current,2021-01-10 18:42:56,2021-01-10 18:42:56,Transfer to Fabien Martial Tissot,-5.00,0.00,EUR,COMPLETED,171.56
Transfer,Current,2021-01-10 20:18:01,2021-01-10 20:18:01,Transfer from Fabien Martial Tissot,13.40,0.00,EUR,COMPLETED,184.96
Transfer,Current,2021-01-12 20:18:58,2021-01-12 20:18:58,Transfer from Fabien Martial Tissot,6.00,0.00,EUR,COMPLETED,190.96
Transfer,Current,2021-01-15 19:31:18,2021-01-15 19:31:18,Transfer to Fabien Martial Tissot,-19.50,0.00,EUR,COMPLETED,171.46
Transfer,Current,2021-01-18 20:33:00,2021-01-18 20:33:00,Transfer from Fabien Martial Tissot,10.00,0.00,EUR,COMPLETED,181.46
Transfer,Current,2021-02-02 14:00:06,2021-02-02 14:00:06,Transfer to Fabien Martial Tissot,-18.00,0.00,EUR,COMPLETED,163.46
Transfer,Current,2021-02-02 19:21:27,2021-02-02 19:21:27,Transfer to Fabien Martial Tissot,-42.00,0.00,EUR,COMPLETED,121.46
Transfer,Current,2021-02-06 21:18:20,2021-02-06 21:18:20,Transfer from Fabien Martial Tissot,16.00,0.00,EUR,COMPLETED,137.46
Transfer,Current,2021-02-21 11:40:32,2021-02-21 11:40:32,Transfer from NICOLAS ROGER SIMON FAUCOMPRET,50.00,0.00,EUR,COMPLETED,187.46
Transfer,Current,2021-02-21 21:08:37,2021-02-21 21:08:37,Transfer from NICOLAS ROGER SIMON FAUCOMPRET,15.00,0.00,EUR,COMPLETED,202.46
Transfer,Current,2021-02-23 22:34:54,2021-02-23 22:34:54,Transfer from Fabien Martial Tissot,5.00,0.00,EUR,COMPLETED,207.46
Transfer,Current,2021-02-27 19:25:04,2021-02-27 19:25:04,Transfer from Fabien Martial Tissot,5.00,0.00,EUR,COMPLETED,212.46
Transfer,Current,2021-02-27 19:28:40,2021-02-27 19:28:40,Transfer from Fabien Martial Tissot,14.00,0.00,EUR,COMPLETED,226.46
Transfer,Current,2021-03-01 09:01:32,2021-03-01 09:01:32,Transfer from NICOLAS ROGER SIMON FAUCOMPRET,69.99,0.00,EUR,COMPLETED,296.45
Transfer,Current,2021-03-06 23:07:56,2021-03-06 23:07:56,Transfer from Fabien Martial Tissot,11.00,0.00,EUR,COMPLETED,307.45
Card Payment,Current,2021-03-05 16:36:18,2021-03-07 02:09:53,U Express,-4.22,0.00,EUR,COMPLETED,303.23
Transfer,Current,2021-03-08 22:42:02,2021-03-08 22:42:02,Transfer from Fabien Martial Tissot,10.00,0.00,EUR,COMPLETED,313.23
Transfer,Current,2021-03-14 23:08:07,2021-03-14 23:08:07,Transfer from Fabien Martial Tissot,11.00,0.00,EUR,COMPLETED,324.23
Card Payment,Current,2021-04-05 16:40:02,2021-04-06 22:39:46,SNCF,-8.20,0.00,EUR,COMPLETED,316.03
ATM,Current,2021-04-13 19:08:18,2021-04-14 03:12:19,Cash withdrawal at Geldmaat,-260.00,1.20,EUR,COMPLETED,54.83
Transfer,Current,2021-04-28 11:15:25,2021-04-28 11:15:25,Transfer to Fabien Martial Tissot,-4.20,0.00,EUR,COMPLETED,50.63
Transfer,Current,2021-05-04 18:45:30,2021-05-04 18:45:30,Transfer to Fabien Martial Tissot,-28.50,0.00,EUR,COMPLETED,22.13
Deposit,Current,2021-05-05 08:32:38,2021-05-05 08:32:38,Payment from M  FAUCOMPRET REMI,100.00,0.00,EUR,COMPLETED,122.13
Transfer,Current,2021-05-09 21:59:52,2021-05-09 21:59:52,Transfer from Fabien Martial Tissot,10.00,0.00,EUR,COMPLETED,132.13
Transfer,Current,2021-05-27 21:02:50,2021-05-27 21:02:50,Transfer to Fabien Martial Tissot,-26.98,0.00,EUR,COMPLETED,105.15
Transfer,Current,2021-06-07 11:09:04,2021-06-07 11:09:04,Transfer from JULIE MARION AURELIE LEMOINE,8.00,0.00,EUR,COMPLETED,113.15
Transfer,Current,2021-06-09 20:27:09,2021-06-09 20:27:09,Transfer from Fabien Martial Tissot,8.00,0.00,EUR,COMPLETED,121.15
Transfer,Current,2021-06-10 18:59:37,2021-06-10 18:59:37,Transfer to Fabien Martial Tissot,-6.00,0.00,EUR,COMPLETED,115.15
Transfer,Current,2021-06-11 20:58:31,2021-06-11 20:58:31,Transfer from JULIE MARION AURELIE LEMOINE,5.00,0.00,EUR,COMPLETED,120.15
Card Payment,Current,2021-07-11 02:06:49,2021-07-11 03:24:31,AREA,-2.10,0.00,EUR,COMPLETED,118.05
Transfer,Current,2021-07-11 20:35:32,2021-07-11 20:35:32,Transfer from NICOLAS ROGER SIMON FAUCOMPRET,50.00,0.00,EUR,COMPLETED,168.05
Card Payment,Current,2021-07-22 11:58:40,2021-07-23 07:04:36,Vessiere Monplaisir,-5.89,0.00,EUR,COMPLETED,162.16
Deposit,Current,2021-07-24 15:02:26,2021-07-24 15:02:26,Payment from M  FAUCOMPRET REMI,200.00,0.00,EUR,COMPLETED,362.16
Card Payment,Current,2021-07-25 02:02:10,2021-07-26 13:14:10,Rappi,-1.71,0.00,EUR,COMPLETED,360.45
Card Payment,Current,2021-07-24 16:21:32,2021-07-26 13:14:10,Azahar Café 93,-1.22,0.00,EUR,COMPLETED,359.23
Card Payment,Current,2021-07-24 21:31:40,2021-07-26 13:14:10,Le Pain Quotidien,-12.89,0.00,EUR,COMPLETED,346.34
Card Payment,Current,2021-07-24 21:42:33,2021-07-26 13:14:10,Cl. 93 #17-12,-0.51,0.00,EUR,COMPLETED,345.83
Card Payment,Current,2021-07-24 15:46:09,2021-07-26 13:14:10,Dr Cruz Verde Rincon D,-2.80,0.00,EUR,COMPLETED,343.03
Card Payment,Current,2021-07-25 17:17:05,2021-07-26 13:14:10,Uber,-1.26,0.00,EUR,COMPLETED,341.77
ATM,Current,2021-07-24 15:35:12,2021-07-26 13:14:10,Cash withdrawal at Gan1 0417centro,-66.31,0.00,EUR,COMPLETED,275.46
Card Refund,Current,2021-07-26 11:30:21,2021-07-26 13:14:10,Rappi,1.68,0.00,EUR,COMPLETED,277.14
Card Payment,Current,2021-07-25 18:48:51,2021-07-26 16:59:42,Uber,-1.26,0.00,EUR,COMPLETED,275.88
Card Payment,Current,2021-07-25 00:24:00,2021-07-26 18:09:23,Uber,-1.22,0.00,EUR,COMPLETED,274.66
Card Payment,Current,2021-07-25 18:45:06,2021-07-26 19:03:43,Bogothai Corporation,-32.94,0.00,EUR,COMPLETED,241.72
Card Payment,Current,2021-07-25 21:18:27,2021-07-26 19:03:43,Bagatelle Parque 93,-14.96,0.00,EUR,COMPLETED,226.76
Card Payment,Current,2021-07-25 16:00:53,2021-07-26 19:03:43,Colo Coffee,-1.10,0.00,EUR,COMPLETED,225.66
Card Payment,Current,2021-07-26 18:47:42,2021-07-27 13:17:03,Cl. 93b ##12-10,-11.81,0.00,EUR,COMPLETED,213.85
Card Payment,Current,2021-07-26 21:13:46,2021-07-27 13:17:03,Oxxo Torre Cien,-2.60,0.00,EUR,COMPLETED,211.25
Card Payment,Current,2021-07-27 17:13:34,,Uber,-15.22,0.00,EUR,REVERTED,
Card Payment,Current,2021-07-27 18:39:07,2021-07-28 15:17:04,McDonald's,-10.56,0.00,EUR,COMPLETED,200.69
Card Payment,Current,2021-07-28 02:21:18,2021-07-28 15:17:05,Tostao Cafe Y Pan Merc,-1.79,0.00,EUR,COMPLETED,198.90
Card Payment,Current,2021-07-28 01:32:28,2021-07-28 15:17:05,Drog Cruz Verde Cross,-6.70,0.00,EUR,COMPLETED,192.20
Card Payment,Current,2021-07-27 19:52:22,2021-07-28 15:17:05,Panamericana,-1.64,0.00,EUR,COMPLETED,190.56
Card Payment,Current,2021-07-28 13:53:03,2021-07-29 03:44:31,Uber,-2.95,0.00,EUR,COMPLETED,187.61
Card Payment,Current,2021-07-28 03:49:12,2021-07-29 06:52:18,Uber,-1.38,0.00,EUR,COMPLETED,186.23
Card Payment,Current,2021-07-28 23:12:19,2021-07-29 06:52:18,Uber,-3.65,0.00,EUR,COMPLETED,182.58
Card Payment,Current,2021-07-27 21:31:39,2021-07-29 06:52:18,Uber,-1.29,0.00,EUR,COMPLETED,181.29
Card Payment,Current,2021-07-29 05:20:56,2021-07-29 13:11:11,Alambique,-13.69,0.00,EUR,COMPLETED,167.60
Deposit,Current,2021-07-29 13:22:54,2021-07-29 13:22:54,Payment from M  FAUCOMPRET REMI,300.00,0.00,EUR,COMPLETED,467.60
Card Payment,Current,2021-07-29 21:06:00,,Uber,-5.23,0.00,EUR,REVERTED,
Card Payment,Current,2021-07-30 01:48:09,,Uber,-3.05,0.00,EUR,REVERTED,
Card Payment,Current,2021-07-29 16:33:38,2021-07-30 07:01:24,Uber,-1.34,0.00,EUR,COMPLETED,466.26
Card Payment,Current,2021-07-29 21:10:30,2021-07-30 07:01:24,Uber,-4.82,0.00,EUR,COMPLETED,461.44
Card Payment,Current,2021-07-30 01:24:11,2021-07-30 07:01:25,Uber,-2.50,0.00,EUR,COMPLETED,458.94
Card Payment,Current,2021-07-30 05:22:56,2021-07-30 08:56:51,Uber,-2.68,0.00,EUR,COMPLETED,456.26
Card Payment,Current,2021-07-30 03:30:46,2021-07-30 12:49:44,Supermercados Jumbo C.C Santa Fe,-5.80,0.00,EUR,COMPLETED,450.46
Card Payment,Current,2021-07-30 14:46:39,,Uber,-2.78,0.00,EUR,REVERTED,
Card Payment,Current,2021-07-30 14:47:12,,Uber,-3.44,0.00,EUR,REVERTED,
Card Payment,Current,2021-07-30 14:50:12,2021-08-01 01:43:18,Uber,-2.81,0.00,EUR,COMPLETED,447.65
ATM,Current,2021-07-30 19:51:26,2021-08-01 01:43:18,Cash withdrawal at Gan1 0436cc San,-65.30,0.00,EUR,COMPLETED,382.35
Card Payment,Current,2021-07-30 18:11:33,2021-08-01 02:07:25,Uber,-6.61,0.00,EUR,COMPLETED,375.74
Card Payment,Current,2021-07-30 03:02:57,2021-08-01 02:07:25,Uber,-1.34,0.00,EUR,COMPLETED,374.40
Card Payment,Current,2021-07-30 01:51:01,2021-08-01 02:07:25,Uber,-3.11,0.00,EUR,COMPLETED,371.29
Card Payment,Current,2021-07-30 20:42:36,2021-08-01 03:13:58,Tabacos Y Licores,-0.66,0.00,EUR,COMPLETED,370.63
Card Payment,Current,2021-08-01 01:46:38,2021-08-02 12:30:27,Natural Light Carulla,-5.56,0.00,EUR,COMPLETED,365.07
Card Payment,Current,2021-07-31 19:28:54,2021-08-02 12:30:28,El Palacio De Las Flor,-12.09,0.00,EUR,COMPLETED,352.98
Card Payment,Current,2021-08-01 01:53:06,2021-08-02 12:30:28,Carulla Alhambra,-0.73,0.00,EUR,COMPLETED,352.25
Card Payment,Current,2021-07-31 19:12:28,2021-08-02 12:30:28,Canasto Picnic Bistrò,-7.11,0.00,EUR,COMPLETED,345.14
Card Payment,Current,2021-08-01 23:58:49,2021-08-02 20:46:34,Tienda D1 Filandia,-6.70,0.00,EUR,COMPLETED,338.44
Card Payment,Current,2021-08-02 23:26:36,2021-08-04 02:12:09,La Tienda De Los Mecat,-3.04,0.00,EUR,COMPLETED,335.40
Card Payment,Current,2021-08-04 01:08:08,2021-08-04 15:17:25,Somevi Pizza,-10.85,0.00,EUR,COMPLETED,324.55
Card Payment,Current,2021-08-04 01:40:58,2021-08-04 15:17:25,Variedades M Salento,-5.40,0.00,EUR,COMPLETED,319.15
Card Payment,Current,2021-08-04 21:09:46,2021-08-05 15:13:32,Zuleta Arias Wilson,-4.98,0.00,EUR,COMPLETED,314.17
Card Payment,Current,2021-08-05 00:47:09,2021-08-05 15:13:32,Eds Reencafe,-11.17,0.00,EUR,COMPLETED,303.00
Card Payment,Current,2021-08-04 22:20:48,2021-08-05 15:13:32,Kanasu,-50.73,0.00,EUR,COMPLETED,252.27
Card Payment,Current,2021-08-04 23:16:09,2021-08-05 15:13:32,Sr Wok Parque Arboleda,-7.89,0.00,EUR,COMPLETED,244.38
Card Payment,Current,2021-08-04 23:28:48,2021-08-05 15:13:32,Sr Wok Parque Arboleda,-2.37,0.00,EUR,COMPLETED,242.01
Deposit,Current,2021-08-06 01:50:30,2021-08-06 01:50:30,Payment from M  FAUCOMPRET REMI,300.00,0.00,EUR,COMPLETED,542.01
Card Payment,Current,2021-08-05 03:25:02,2021-08-06 08:51:13,Uber,-1.75,0.00,EUR,COMPLETED,540.26
Card Payment,Current,2021-08-06 05:54:54,2021-08-08 03:08:39,Sala De Leo Y Laura,-229.42,0.00,EUR,COMPLETED,310.84
ATM,Current,2021-08-07 00:07:37,2021-08-09 08:04:17,Cash withdrawal at Gan1 0317world,-64.40,0.00,EUR,COMPLETED,246.44
ATM,Current,2021-08-07 00:08:33,2021-08-09 08:04:17,Cash withdrawal at Gan1 0317world,-64.40,0.00,EUR,COMPLETED,182.04
Deposit,Current,2021-08-09 17:54:54,2021-08-09 17:54:54,Payment from M  FAUCOMPRET REMI,200.00,0.00,EUR,COMPLETED,382.04
Card Payment,Current,2021-08-09 17:54:02,2021-08-10 12:41:15,Hotel Almirante C,-74.36,0.00,EUR,COMPLETED,307.68
Card Payment,Current,2021-08-10 03:51:11,2021-08-10 12:41:15,Rosa Mezcal Taqueria,-26.25,0.00,EUR,COMPLETED,281.43
Card Payment,Current,2021-08-10 02:29:41,2021-08-11 07:18:47,Uber,-1.48,0.00,EUR,COMPLETED,279.95
Card Payment,Current,2021-08-10 04:45:49,2021-08-11 07:18:47,Uber,-1.76,0.00,EUR,COMPLETED,278.19
Card Payment,Current,2021-08-11 16:06:31,2021-08-12 08:44:29,Uber,-8.36,0.00,EUR,COMPLETED,269.83
Card Payment,Current,2021-08-11 16:16:32,2021-08-12 12:40:38,The Fit Bar Cafe,-7.00,0.00,EUR,COMPLETED,262.83
Card Payment,Current,2021-08-12 01:34:07,2021-08-12 12:40:38,Carulla FreshMarket,-15.86,0.00,EUR,COMPLETED,246.97
Card Payment,Current,2021-08-12 03:05:33,2021-08-12 12:40:38,Carulla FreshMarket,-1.55,0.00,EUR,COMPLETED,245.42
Card Payment,Current,2021-08-12 00:26:15,2021-08-12 12:40:38,Koyomad,-3.10,0.00,EUR,COMPLETED,242.32
Card Payment,Current,2021-08-12 22:13:27,,Uber,-1.24,0.00,EUR,REVERTED,
Card Payment,Current,2021-08-12 22:27:18,2021-08-13 02:39:37,Uber,-1.31,0.00,EUR,COMPLETED,241.01
Card Payment,Current,2021-08-13 00:08:40,2021-08-13 13:26:57,Steren Colombia,-7.72,0.00,EUR,COMPLETED,233.29
Card Payment,Current,2021-08-13 22:05:07,,Uber,-1.21,0.00,EUR,REVERTED,
Card Payment,Current,2021-08-13 22:16:57,,Uber,-1.12,0.00,EUR,REVERTED,
Card Payment,Current,2021-08-13 22:36:37,,Uber,-1.12,0.00,EUR,REVERTED,
Card Payment,Current,2021-08-14 00:12:59,,Uber,-1.12,0.00,EUR,REVERTED,
Card Payment,Current,2021-08-15 03:27:50,,Uber,-1.20,0.00,EUR,REVERTED,
Card Payment,Current,2021-08-15 00:53:40,2021-08-16 09:42:21,Teresa Pone La Mesa,-7.20,0.00,EUR,COMPLETED,226.09
Card Payment,Current,2021-08-15 00:05:25,2021-08-16 17:26:33,Uber,-1.00,0.00,EUR,COMPLETED,225.09
Card Payment,Current,2021-08-15 00:57:41,2021-08-16 17:26:33,Uber,-1.00,0.00,EUR,COMPLETED,224.09
Card Payment,Current,2021-08-15 06:11:42,2021-08-16 17:26:33,Uber,-1.13,0.00,EUR,COMPLETED,222.96
Card Payment,Current,2021-08-16 21:51:43,2021-08-17 06:59:42,Uber,-6.72,0.00,EUR,COMPLETED,216.24
TEMP_BLOCK,Current,2021-08-17 21:42:56,,To sylvie faucompret,-6.00,0.00,EUR,REVERTED,
Transfer,Current,2021-08-23 09:52:41,2021-08-23 09:52:41,Transfer to SYLVIE GENEVIEVE YVONNE PEYRE,-6.00,0.00,EUR,COMPLETED,210.24
Transfer,Current,2021-08-23 13:22:14,2021-08-23 13:22:15,Transfer from JULIE MARION AURELIE LEMOINE,6.00,0.00,EUR,COMPLETED,216.24
Card Payment,Current,2021-08-24 10:13:17,2021-08-25 11:50:13,AREA,-2.10,0.00,EUR,COMPLETED,214.14
Transfer,Current,2021-08-26 14:59:28,2021-08-26 14:59:28,Transfer to SYLVIE GENEVIEVE YVONNE PEYRE,-84.00,0.00,EUR,COMPLETED,130.14
Card Payment,Current,2021-08-26 20:21:00,2021-08-27 07:28:23,Uber,-9.99,0.00,EUR,COMPLETED,120.15
Card Payment,Current,2021-08-27 08:40:18,2021-08-29 02:06:59,Uber,-34.26,0.00,EUR,COMPLETED,85.89
Card Payment,Current,2021-08-27 02:10:03,2021-08-29 02:36:29,Uber,-40.61,0.00,EUR,COMPLETED,45.28
Card Refund,Current,2021-08-28 02:00:00,2021-08-29 02:36:29,Uber,9.99,0.00,EUR,COMPLETED,55.27
Transfer,Current,2021-09-03 13:11:19,2021-09-03 13:11:19,Transfer from SYLVIE GENEVIEVE YVONNE PEYRE,25.00,0.00,EUR,COMPLETED,80.27
Transfer,Current,2021-09-04 07:47:06,2021-09-04 07:47:06,Transfer from SYLVIE GENEVIEVE YVONNE PEYRE,30.00,0.00,EUR,COMPLETED,110.27
Card Payment,Current,2021-09-03 14:15:15,2021-09-06 06:09:17,Uber,-34.04,0.00,EUR,COMPLETED,76.23
Card Payment,Current,2021-09-04 20:00:16,2021-09-07 04:31:50,Uber Eats,-13.32,0.00,EUR,COMPLETED,62.91
Card Payment,Current,2021-09-06 17:53:33,2021-09-08 17:28:46,FDJ,-25.00,0.00,EUR,COMPLETED,37.91
Card Payment,Current,2021-09-21 19:40:34,2021-09-22 07:04:40,U Express,-16.29,0.00,EUR,COMPLETED,21.62
Transfer,Current,2021-10-09 18:49:48,2021-10-09 18:49:48,Transfer from Fabien Martial Tissot,10.00,0.00,EUR,COMPLETED,31.62
Transfer,Current,2021-10-10 19:50:52,2021-10-10 19:50:52,Transfer from SYLVIE GENEVIEVE YVONNE PEYRE,150.00,0.00,EUR,COMPLETED,181.62
Card Payment,Current,2021-10-16 11:32:31,2021-10-18 10:22:19,Pharmacie Herboristerie Grange Blanche,-3.67,0.00,EUR,COMPLETED,177.95
Transfer,Current,2021-10-25 21:54:35,2021-10-25 21:54:36,Transfer from Fabien Martial Tissot,10.00,0.00,EUR,COMPLETED,187.95
Card Payment,Current,2021-10-26 15:17:40,,Véloblue,-0.99,0.00,EUR,REVERTED,
Card Payment,Current,2021-10-27 13:03:32,2021-10-28 13:09:03,Gul,-11.00,0.00,EUR,COMPLETED,176.95
Transfer,Current,2021-10-31 02:13:45,2021-10-31 02:13:45,Transfer to Fabien Martial Tissot,-36.00,0.00,EUR,COMPLETED,140.95
Card Payment,Current,2021-11-01 11:32:10,2021-11-02 15:15:35,Total Petrol Station Access,-39.98,0.00,EUR,COMPLETED,100.97
Transfer,Current,2021-11-05 11:59:35,2021-11-05 11:59:36,Transfer from SYLVIE GENEVIEVE YVONNE PEYRE,145.00,0.00,EUR,COMPLETED,245.97
Transfer,Current,2021-11-05 15:51:39,2021-11-05 15:51:39,Transfer to Fabien Martial Tissot,-130.00,0.00,EUR,COMPLETED,115.97
Card Payment,Current,2021-11-10 18:44:04,2021-11-11 08:18:27,Deliveroo,-16.95,0.00,EUR,COMPLETED,99.02
Transfer,Current,2021-11-14 16:17:32,2021-11-14 16:17:32,Transfer to Fabien Martial Tissot,-23.00,0.00,EUR,COMPLETED,76.02
Transfer,Current,2021-11-19 13:36:05,2021-11-19 13:36:05,Transfer from SYLVIE GENEVIEVE YVONNE PEYRE,150.00,0.00,EUR,COMPLETED,226.02
Transfer,Current,2021-11-19 13:37:24,2021-11-19 13:37:24,Transfer from NICOLAS ROGER SIMON FAUCOMPRET,100.00,0.00,EUR,COMPLETED,326.02
Card Payment,Current,2021-11-24 18:39:01,2021-11-26 07:03:07,Paris-Charles de Gaulle Terminal 2F,-8.90,0.00,EUR,COMPLETED,317.12
Transfer,Current,2021-12-15 17:29:24,2021-12-15 17:29:25,Transfer from SYLVIE GENEVIEVE YVONNE PEYRE,463.11,0.00,EUR,COMPLETED,780.23
Transfer,Current,2022-01-02 10:47:16,2022-01-02 10:47:16,Transfer from Fabien Martial Tissot,18.50,0.00,EUR,COMPLETED,798.73
Transfer,Current,2022-01-07 09:34:30,2022-01-07 09:34:30,Transfer to SYLVIE GENEVIEVE YVONNE PEYRE,-400.00,0.00,EUR,COMPLETED,398.73
Transfer,Current,2022-01-07 19:29:25,2022-01-07 19:29:25,Transfer from SYLVIE GENEVIEVE YVONNE PEYRE,28.00,0.00,EUR,COMPLETED,426.73
Transfer,Current,2022-01-08 13:39:33,2022-01-08 13:39:33,Transfer from SYLVIE GENEVIEVE YVONNE PEYRE,60.00,0.00,EUR,COMPLETED,486.73
Transfer,Current,2022-01-08 18:31:07,2022-01-08 18:31:07,Transfer from Fabien Martial Tissot,18.50,0.00,EUR,COMPLETED,505.23
Card Payment,Current,2022-01-11 08:48:40,,LinkedIn,-1.00,0.00,EUR,REVERTED,
Card Payment,Current,2022-01-21 18:18:58,2022-01-22 13:54:26,Google Svcsgns.3388 1088,-49.99,0.00,EUR,COMPLETED,455.24
Transfer,Current,2022-01-25 15:36:35,2022-01-25 15:36:35,Transfer to JULIE MARION AURELIE LEMOINE,-15.00,0.00,EUR,COMPLETED,440.24
Transfer,Current,2022-01-28 18:05:24,2022-01-28 18:05:25,Transfer from SYLVIE GENEVIEVE YVONNE PEYRE,70.00,0.00,EUR,COMPLETED,510.24
Card Payment,Current,2022-01-28 13:31:04,2022-01-29 08:31:20,Vessiere Monplaisir,-2.95,0.00,EUR,COMPLETED,507.29
Card Payment,Current,2022-01-29 13:13:57,2022-02-01 14:53:25,Woko Confluence,-19.00,0.00,EUR,COMPLETED,488.29
Card Payment,Current,2022-01-29 12:37:43,2022-02-01 14:53:25,Parking LPA - St Georges,-0.65,0.00,EUR,COMPLETED,487.64
Card Payment,Current,2022-02-01 22:11:17,2022-02-02 09:08:52,Couchsurfing,-2.15,0.00,EUR,COMPLETED,485.49
